Crash_Score,year,Month,Time_of_Day,Rd_Feature,Rd_Character,Rd_Class,Rd_Configuration,Rd_Surface,Rd_Conditions,Light,Weather,Traffic_Control,Work_Area
8.38,2014,12,2,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
8.33,2014,12,5,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DARK-LIT,RAIN,NONE,NO
13.74,2014,12,6,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,SIGNAL,NO
10.24,2014,12,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DUSK,CLEAR,NONE,NO
5.79,2014,12,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
5.37,2014,12,3,RAMP,CURVE-GRADE,US HWY,ONE-WAY,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
5.42,2014,12,3,DRIVEWAY,STRAIGHT-GRADE,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
11.03,2014,12,4,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
3.26,2014,12,1,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DARK-LIT,RAIN,NONE,NO
9.47,2014,12,5,NONE,STRAIGHT-GRADE,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DUSK,CLEAR,NONE,NO
6.8,2014,12,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
5.24,2014,12,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
6.05,2014,12,6,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,SIGNAL,NO
6.04,2014,12,4,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,OTHER,DAYLIGHT,CLOUDY,NONE,NO
7.74,2014,12,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,NONE,NO
5.89,2014,12,4,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
13.65,2014,12,3,DRIVEWAY,CURVE-GRADE,OTHER,TWO-WAY-NO-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
6.47,2014,12,3,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,CLEAR,NONE,NO
11.13,2014,12,3,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
12.19,2014,12,5,INTERSECTION,STRAIGHT-LEVEL,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DARK-NOT-LIT,CLOUDY,SIGNAL,NO
13.68,2014,12,3,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
8.38,2014,12,4,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
5.69,2014,12,4,NONE,STRAIGHT-GRADE,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
2.1,2014,12,5,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,YIELD,NO
10.89,2014,4,3,INTERSECTION,STRAIGHT-LEVEL,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
2.71,2014,4,3,NONE,CURVE-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,NO
2.92,2014,4,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
9.8,2014,4,6,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,SIGNAL,NO
3.25,2014,4,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,NONE,NO
6.62,2014,4,3,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
3.92,2014,4,5,NONE,STRAIGHT-LEVEL,OTHER,ONE-WAY,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
5.17,2014,4,6,DRIVEWAY,STRAIGHT-LEVEL,OTHER,ONE-WAY,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.37,2014,4,5,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.74,2014,4,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.15,2014,4,6,INTERSECTION,STRAIGHT-GRADE,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
9.53,2014,4,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
10.03,2014,4,3,NONE,CURVE-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
7.36,2014,4,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
6.49,2014,4,4,NONE,STRAIGHT-GRADE,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
3.53,2014,4,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,NONE,NO
5.59,2014,4,1,NONE,STRAIGHT-OTHER,OTHER,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,STOP-SIGN,NO
13.62,2014,4,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.86,2014,4,3,NONE,STRAIGHT-GRADE,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
12.6,2014,4,3,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,NO
6.61,2014,4,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
1.75,2014,4,2,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DARK-NOT-LIT,CLEAR,NONE,NO
0.74,2014,4,4,NONE,CURVE-GRADE,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,NO
1.32,2014,4,3,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
9.63,2014,4,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
7.16,2014,4,4,INTERSECTION,STRAIGHT-GRADE,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
5.46,2014,4,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
2,2014,4,3,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
6.82,2014,4,4,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,STOP-SIGN,NO
4.47,2014,4,4,INTERSECTION,STRAIGHT-GRADE,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,SIGNAL,NO
4.97,2014,4,3,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,CLEAR,NONE,NO
8.93,2014,4,3,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,NO
2.44,2014,5,5,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
1.74,2014,5,6,NONE,STRAIGHT-OTHER,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,SIGNAL,NO
3.39,2014,5,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
4.93,2014,5,3,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,NO
6.51,2014,5,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
9.33,2014,5,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
5.25,2014,5,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
6.48,2014,5,5,NONE,CURVE-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
5.88,2014,5,3,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
10.77,2014,5,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
15.25,2014,5,5,NONE,CURVE-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
7.12,2014,5,2,OTHER,CURVE-OTHER,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,YIELD,NO
2,2014,5,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
2.04,2014,5,4,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
5.44,2014,5,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
9.41,2014,5,2,NONE,STRAIGHT-GRADE,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
3.92,2014,5,6,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
1.8,2014,5,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
2.8,2014,5,4,NONE,STRAIGHT-GRADE,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
3.77,2014,5,2,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
1.78,2014,5,3,INTERSECTION,STRAIGHT-GRADE,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.01,2014,5,3,NONE,STRAIGHT-GRADE,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
13.6,2014,5,4,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
1.87,2014,5,4,INTERSECTION,STRAIGHT-GRADE,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
8.32,2014,5,4,NONE,STRAIGHT-GRADE,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
4.55,2014,5,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.63,2014,5,5,INTERSECTION,STRAIGHT-GRADE,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
5.52,2014,5,4,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
2.99,2014,5,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.13,2014,5,6,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.52,2014,5,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
2.51,2014,5,3,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
4.22,2014,5,3,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
9.45,2014,5,4,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
1.65,2014,5,6,INTERSECTION,STRAIGHT-GRADE,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
2.05,2016,6,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
2.09,2016,6,5,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,STOP-SIGN,NO
5.91,2016,7,1,NONE,STRAIGHT-GRADE,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-NOT-LIT,CLEAR,NONE,NO
6.35,2016,7,6,NONE,CURVE-GRADE,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,SIGNAL,NO
5.6,2016,7,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
2.78,2016,7,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,NO
8.95,2016,7,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
17.18,2016,7,5,INTERSECTION,STRAIGHT-OTHER,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
6.55,2016,7,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,SIGNAL,NO
2.92,2016,7,6,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
7.18,2016,7,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
1.84,2016,7,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
11.84,2016,7,5,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,CLOUDY,SIGNAL,NO
3.47,2016,7,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
3.69,2016,7,3,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
2.08,2016,7,4,INTERSECTION,STRAIGHT-GRADE,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
4.13,2016,7,4,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
1.97,2016,7,4,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
7.22,2016,7,4,RAMP,STRAIGHT-LEVEL,US HWY,ONE-WAY,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
0.46,2016,7,4,INTERSECTION,STRAIGHT-GRADE,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
10.71,2016,7,2,RAMP,CURVE-GRADE,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
3.23,2016,7,4,RAMP,CURVE-GRADE,US HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
8.94,2016,7,6,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
2.63,2016,7,4,NONE,STRAIGHT-OTHER,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
10.06,2016,7,2,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
4.14,2016,7,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
2.51,2016,7,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
9.19,2016,7,4,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
1.26,2016,7,4,DRIVEWAY,STRAIGHT-LEVEL,OTHER,ONE-WAY,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
7.52,2016,7,4,RAMP,CURVE-GRADE,STATE HWY,ONE-WAY,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,YIELD,NO
15.31,2016,7,4,DRIVEWAY,STRAIGHT-LEVEL,OTHER,ONE-WAY,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
10.9,2016,7,5,INTERSECTION,STRAIGHT-GRADE,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
2.37,2016,7,3,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
4.7,2016,7,4,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
1.58,2016,7,5,NONE,CURVE-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
11.8,2016,7,4,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
11.79,2016,7,1,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,YES
6.19,2016,7,5,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
12.22,2016,7,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
2.22,2016,7,3,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
5.14,2016,7,3,RAMP,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
3.52,2016,7,3,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
11.01,2016,7,5,INTERSECTION,STRAIGHT-LEVEL,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
12.84,2016,7,2,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
5.43,2016,7,3,RAMP,CURVE-GRADE,US HWY,ONE-WAY,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,YIELD,NO
1.95,2016,7,3,NONE,CURVE-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,YES
6.41,2016,7,4,DRIVEWAY,STRAIGHT-OTHER,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
1.9,2016,7,3,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
10.92,2016,7,6,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,SIGNAL,NO
6.41,2016,7,3,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
4.61,2016,7,3,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
4.83,2016,7,5,INTERSECTION,STRAIGHT-OTHER,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
14.6,2016,7,2,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
